lastname,firstname,Ccode,Word Count,year,quarter,distrust,task,bace,igb,sc,cc,power,name
Chamberlain,Neville,200,33703,1940,1,0.12327044,0.645353794,0.390510949,0.089974293,0.423357664,0.570809874,0.253164557,Neville Chamberlain
Chamberlain,Neville,200,16362,1940,2,0.197943445,0.614259598,0.338862559,0.144,0.376205788,0.590994371,0.29047619,Neville Chamberlain
Churchill,Winston,200,6059,1951,2,0.128834356,0.567010309,0.288343558,0.135338346,0.464646465,0.661971831,0.265822785,Winston Churchill
Churchill,Winston,200,21557,1951,4,0.101736973,0.640672783,0.303724928,0.160762943,0.421348315,0.575197889,0.253333333,Winston Churchill
Churchill,Winston,200,26516,1952,1,0.144680851,0.597575758,0.309768638,0.122222222,0.423192771,0.556750941,0.207124011,Winston Churchill
Churchill,Winston,200,25092,1952,2,0.159183673,0.683107275,0.29957204,0.129411765,0.466346154,0.535057471,0.186490455,Winston Churchill
Churchill,Winston,200,18714,1952,3,0.171641791,0.607954545,0.342151675,0.126315789,0.445701357,0.5736,0.20508167,Winston Churchill
Churchill,Winston,200,21633,1952,4,0.145510836,0.677367576,0.341597796,0.123076923,0.386712095,0.579643093,0.216939079,Winston Churchill
Churchill,Winston,200,17157,1953,1,0.125827815,0.616639478,0.358095238,0.15498155,0.435185185,0.595496247,0.26459144,Winston Churchill
Churchill,Winston,200,21572,1953,2,0.08908686,0.656334232,0.298765432,0.116040956,0.502832861,0.566563467,0.215025907,Winston Churchill
Churchill,Winston,200,17226,1953,4,0.149700599,0.603960396,0.294444444,0.093283582,0.390519187,0.594491201,0.218631179,Winston Churchill
Churchill,Winston,200,16910,1954,1,0.157534247,0.616981132,0.282,0.166666667,0.428571429,0.553225806,0.199592668,Winston Churchill
Churchill,Winston,200,17476,1954,2,0.095238095,0.647840532,0.316498316,0.101941748,0.408088235,0.572115385,0.196460177,Winston Churchill
Churchill,Winston,200,13073,1954,3,0.062913907,0.661137441,0.374655647,0.091463415,0.430379747,0.565217391,0.231884058,Winston Churchill
Churchill,Winston,200,12591,1954,4,0.084,0.720207254,0.316546763,0.101851852,0.410714286,0.54916318,0.227160494,Winston Churchill
Churchill,Winston,200,17119,1955,1,0.115789474,0.695736434,0.29601518,0.09375,0.445652174,0.58893617,0.18972332,Winston Churchill
Disraeli,Benjamin,200,17028,1868,1,0.175487465,0.62642369,0.304761905,0.130208333,0.432494279,0.598404255,0.224609375,Benjamin Disraeli
Disraeli,Benjamin,200,53616,1868,2,0.164241164,0.652617267,0.309243697,0.104885057,0.399085565,0.600782269,0.20862069,Benjamin Disraeli
Disraeli,Benjamin,200,9295,1868,3,0.214765101,0.719367589,0.298245614,0.070422535,0.439153439,0.621004566,0.249070632,Benjamin Disraeli
Disraeli,Benjamin,200,7228,1874,1,0.26984127,0.695652174,0.303448276,0.112903226,0.344,0.605442177,0.262411348,Benjamin Disraeli
Disraeli,Benjamin,200,18657,1874,2,0.101449275,0.681069959,0.323214286,0.122881356,0.409181637,0.629658385,0.228624535,Benjamin Disraeli
Disraeli,Benjamin,200,28735,1874,3,0.119476268,0.650073206,0.308314088,0.114754098,0.42153048,0.6129957,0.213173653,Benjamin Disraeli
Disraeli,Benjamin,200,21256,1875,1,0.204142012,0.635111876,0.34214619,0.122137405,0.393162393,0.612925643,0.202922078,Benjamin Disraeli
Disraeli,Benjamin,200,35459,1875,2,0.187242798,0.680924855,0.309090909,0.095930233,0.390380313,0.638114754,0.255429162,Benjamin Disraeli
Disraeli,Benjamin,200,21883,1875,3,0.12979351,0.636824324,0.327978581,0.06557377,0.376311844,0.618950239,0.231622746,Benjamin Disraeli
